game_id,split
841,train
843,train
844,test
845,test
846,train
847,train
848,train
849,train
850,train
851,train
854,train
855,train
856,train
857,train
861,train
862,train
863,train
864,train
865,train
866,train
867,train
869,train
870,train
871,train
872,train
873,train
874,train
875,train
876,test
877,train
878,test
880,train
882,train
883,train
887,train
890,train
892,train
893,test
894,test
895,train
896,train
897,train
898,test
899,train
903,train
904,train
905,train
906,train
907,test
908,train
909,train
910,train
913,train
914,train
915,train
920,test
921,train
922,train
923,train
924,test
925,train
926,train
927,train
928,train
929,test
930,train
931,train
932,train
933,train
934,train
935,test
936,train
940,train
941,test
942,train
945,train
946,train
947,train
948,train
949,train
950,test
956,test
957,train
958,train
959,train
960,train
961,train
962,test
965,test
968,train
969,train
970,train
971,train
973,test
974,train
976,train
977,train
978,train
979,train
980,train
981,train
982,train
983,train
984,test
985,train
986,train
987,train
988,train
989,train
990,train
993,train
994,train
995,train
996,test
997,test
998,train
999,train
1000,train
1001,train
1002,train
1004,test
1005,train
1006,train
1007,test
1008,test
1010,train
1011,train
1012,train
1017,train
1018,train
1019,train
1020,train
1021,train
1022,test
1029,test
1030,train
1031,test
1032,train
1033,train
1036,train
1037,train
1042,train
1043,test
1046,train
1047,train
1048,test
1049,train
1050,train
1051,train
1052,train
1053,train
1054,train
1055,train
1056,train
1057,train
1061,train
1062,train
1063,test
1064,train
1065,train
1066,train
1067,train
1068,train
1070,train
1071,train
1072,train
1073,train
1074,train
1075,train
1087,train
1088,train
1090,train
1091,train
1092,train
1093,train
1094,train
1095,train
1101,train
1102,train
1103,train
1104,train
1105,train
1106,train
1107,test
1108,test
1109,train
1113,train
1114,train
1115,train
1116,test
1117,train
1118,train
1119,train
1120,test
1121,test
1122,train
1123,train
1124,train
1125,train
1127,train
1132,test
1133,train
1136,train
1137,test
1138,train
1139,train
1140,train
1141,train
1142,train
1144,train
1145,test
1146,train
1147,train
1148,train
1150,train
1155,train
1168,train
1169,train
1170,train
1171,train
1172,train
1173,train
1174,train
1175,test
1176,test
1177,train
1178,test
1179,train
1181,train
1182,train
1184,train
1185,train
1186,train
1187,test
1188,train
1189,train
1193,test
1194,test
1195,train
1196,train
1197,train
1198,test
1199,train
1200,train
1201,train
1203,train
1204,test
1205,train
1207,train
1208,train
1209,train
1210,train
1221,train
1222,train
1223,test
1224,train
1225,train
1226,train
1227,test
1228,train
1229,train
1231,train
1232,train
1233,train
1234,train
1235,train
1236,train
1237,train
1238,train
1239,train
1241,train
1248,train
1249,train
1250,test
1252,test
1253,train
1254,train
1255,test
1256,train
1257,test
1258,train
1259,test
1260,train
1262,test
1265,train
1267,train
1268,train
1269,test
1270,train
1283,test
1284,train
1286,train
1287,train
1288,train
1289,train
1290,test
1291,train
1292,train
1293,train
1294,test
1295,train
1296,train
1298,train
1300,train
1301,train
1303,train
1304,train
1305,train
1306,test
1307,train
1308,train
1309,train
1310,train
1311,train
1312,train
1314,train
1321,train
1322,train
1324,train
1325,train
1326,train
1327,test
1328,train
1329,train
1330,train
1331,train
1332,train
1334,train
1336,train
1337,train
1338,train
1339,train
1340,train
1341,train
1342,train
1343,test
1344,train
1345,test
1346,train
1347,train
1349,test
1350,test
1351,train
1352,train
1353,test
1354,train
1355,train
1357,test
1358,train
1359,train
1360,test
1361,train
1364,test
1365,train
1366,train
1367,train
1369,train
1370,train
1372,test
1373,test
1374,train
1375,train
1376,train
1377,train
1378,test
1379,test
1380,train
1394,train
1396,train
1397,test
1398,test
1399,train
1400,train
1401,train
1402,train
1403,test
1404,train
1405,train
1406,train
1407,train
1408,train
1410,train
1411,test
1412,train
1415,test
1416,test
1418,train
1419,train
1420,train
1421,train
1422,test
1423,train
1424,train
1425,train
1428,train
1429,train
1430,train
1431,train
1432,train
1433,test
1436,train
1437,train
1438,train
1440,train
1452,train
1453,train
1454,test
1455,train
1456,train
1457,train
1458,test
1459,train
1461,train
1462,train
1463,train
1464,train
1465,train
1466,test
1467,train
1468,train
1469,train
1470,test
1471,test
1472,train
1473,train
1474,train
1476,train
1477,train
1478,train
1479,train
1480,test
1481,train
1483,train
1484,train
1485,train
1486,train
1487,test
1488,train
1489,test
1490,train
1491,test
1492,train
1493,train
1494,train
1499,train
1500,test
1501,train
1502,test
1504,train
1505,train
1520,train
1521,train
1522,train
1523,train
1524,test
1525,test
1526,train
1528,train
1529,train
1530,train
1531,train
1532,train
1533,train
1535,train
1536,test
1537,train
1540,train
1541,train
1542,train
1543,test
1544,train
1545,train
1547,train
1548,train
1549,train
1550,train
1551,train
1552,train
1553,train
1554,train
1555,train
1556,test
1557,train
1558,test
1564,test
1568,train
1569,train
1570,train
1571,train
1572,train
1573,train
1574,test
1575,test
1576,train
1577,test
1578,train
1579,train
1582,train
1583,train
1584,train
1585,train
1587,train
1588,train
1589,train
1590,train
1591,train
1592,train
1593,test
1596,test
1597,test
1598,train
1602,train
1603,test
1604,train
1605,train
1606,train
1607,test
1609,train
1610,train
1611,train
1612,test
1613,train
1614,train
1615,test
1621,test
1622,train
1623,train
1624,test
1625,test
1629,train
1634,train
1635,train
1636,train
1637,train
1638,train
1639,test
1640,train
1641,train
1654,train
1655,train
1656,test
1657,train
1658,train
1659,train
1661,train
1662,test
1663,train
1664,train
1665,train
1667,train
1668,train
1669,test
1670,train
1671,train
1672,train
1686,train
1688,train
1689,train
1690,train
1691,test
1692,train
1693,train
1694,train
1695,train
1696,train
1697,train
1698,train
1701,train
1702,test
1703,train
1704,train
1705,train
1707,train
1708,train
1709,train
1712,test
1713,train
1714,train
1717,test
1723,train
1724,test
1725,train
1729,train
1730,test
1731,train
1732,test
1733,train
1734,train
1735,train
1736,train
1738,train
1750,train
1751,test
1752,test
1753,train
1755,train
1757,train
1758,train
1761,train
1762,train
1763,train
1764,train
1765,train
1766,train
1770,train
1771,train
1772,train
1773,train
1774,test
1778,train
1779,train
1780,train
1783,train
1784,test
1785,train
1786,train
1787,train
1788,train
1789,train
1790,train
1791,test
1794,train
1795,test
1796,train
1797,test
1799,train
1800,train
1801,train
1802,train
1803,train
1807,train
1809,train
1811,train
1813,test
1814,train
1815,train
1816,train
1817,train
1818,train
1820,train
1821,train
1822,train
1825,train
1829,train
1830,train
1831,train
1832,train
1833,train
1834,train
1835,train
1836,test
1837,train
1838,train
1840,test
1841,test
1842,train
1843,test
1845,train
1846,train
1849,test
1850,test
1852,train
1853,train
1854,train
1855,test
1856,test
1857,train
1858,train
1859,train
1871,train
1872,train
1873,train
1875,train
1876,train
1877,train
1878,test
1879,train
1880,train
1881,train
1884,train
1885,train
1886,train
1887,test
1888,test
1889,train
1890,train
1892,train
1893,train
1894,train
1895,train
1896,train
1897,train
1901,train
1902,train
1903,train
1904,train
1905,train
1906,train
1907,train
1908,train
1909,test
1910,train
1911,train
1912,train
1913,train
1914,test
1915,train
1917,train
1918,train
1919,test
1925,train
1926,train
1927,train
1929,train
1931,train
1932,train
1933,train
1934,train
1935,train
1936,train
1937,test
1939,train
1940,train
1941,train
1942,train
1943,train
1944,train
1945,train
1946,train
1947,train
1948,train
1949,train
1950,train
1951,train
1952,train
1953,test
1966,train
1967,train
1968,train
1969,test
1971,train
1972,train
1974,train
1975,train
1976,train
1979,train
1980,train
1981,test
1982,train
1983,train
1984,train
1985,train
1986,test
1987,train
1988,train
1989,train
1990,train
1992,train
1993,train
1995,train
1996,train
1998,train
1999,train
2001,train
2002,train
2004,train
2005,test
2006,train
2007,train
2008,train
2009,train
2010,test
2011,train
2012,train
2013,train
2014,train
2015,train
2019,train
2020,train
2021,train
2022,train
2023,train
2025,train
2036,train
2037,train
2038,train
2040,test
2043,train
2044,test
2045,train
2051,train
2055,train
2056,train
2057,train
2058,train
2059,train
2063,train
2064,train
2065,test
2068,train
2077,train
2078,train
2079,train
2080,train
2081,train
2082,test
2084,train
2085,train
2086,test
2087,test
2088,train
2089,train
2090,test
2096,train
2098,train
2099,train
2100,train
2101,train
2102,train
2103,train
2105,train
2107,train
2108,train
2109,train
2110,train
2111,train
2112,train
2113,train
2114,test
2117,test
2118,train
2119,train
2121,train
2122,train
2123,test
2124,train
2126,test
2127,train
2128,train
2130,train
2131,train
2133,train
2136,train
2137,train
2138,train
2139,train
2140,test
2141,train
2143,test
2144,train
2145,test
2146,train
2147,train
2150,train
2151,train
2152,test
2153,train
2154,test
2155,train
2156,test
2157,train
2158,train
2159,train
2160,test
2161,train
2162,train
2163,train
2164,train
2167,train
2168,train
2170,train
2171,train
2172,test
2174,train
2175,train
2176,train
2178,train
2179,train
2180,train
2181,train
2183,train
2187,train
2188,test
2189,train
2190,test
2191,train
2192,train
2193,test
2194,train
2195,test
2206,train
2207,train
2208,train
2209,test
2210,train
2211,train
2212,train
2214,test
2216,test
2217,train
2219,train
2220,test
2221,train
2222,train
2227,train
2228,train
2229,train
2230,train
2231,train
2233,test
2235,train
2236,test
2237,train
2238,train
2239,train
2240,train
2243,train
2244,train
2246,train
2250,train
2251,train
2252,train
2253,train
2254,test
2255,train
2256,train
2257,train
2259,train
2260,train
2271,train
2273,train
2274,train
2275,train
2278,train
2280,train
2282,train
2284,train
2285,test
2286,train
2289,train
2290,train
2291,test
2292,test
2295,train
2296,train
2297,train
2298,train
2299,train
2301,train
2303,train
2304,test
2305,train
2306,train
2307,train
2308,test
2309,train
2310,train
2316,train
2317,test
2318,train
2319,test
2322,train
2323,train
2324,train
2325,train
2326,train
2327,train
2328,train
2329,train
2330,train
2331,train
2332,train
2333,train
2334,train
2335,test
2336,train
2337,test
2338,train
2339,test
2340,train
2341,train
2342,train
2343,train
2345,train
2346,train
2347,test
2348,train
2351,train
2353,train
2354,train
2368,test
2369,train
2370,test
2371,train
2373,train
2374,test
2376,test
2377,train
2379,train
2380,train
2381,train
2382,train
2383,test
2384,train
2385,train
2386,test
2387,train
2388,train
2391,train
2393,train
2403,train
2404,test
2405,train
2406,train
2407,train
2409,test
2410,train
2411,train
2413,test
2414,test
2421,test
2422,train
2423,train
2424,train
2427,train
2428,test
2431,train
2433,train
2434,train
2442,train
2443,train
2444,train
2445,train
2446,train
2448,train
2449,train
2450,train
2451,train
2452,train
2454,train
2455,train
2456,test
2457,test
2458,train
2461,test
2462,train
2463,train
2464,train
2465,test
2466,test
2467,train
2468,test
2469,test
2475,train
2476,train
2478,train
2479,train
2480,test
2491,train
2492,train
2493,train
2496,train
2497,train
2498,train
2499,train
2500,train
2501,train
2502,test
2503,train
2505,train
2507,test
2508,test
2509,test
2510,test
2511,train
2512,train
2519,train
2520,train
2521,train
2522,train
2523,train
2525,test
2531,test
2532,train
2534,test
2535,train
2536,test
2537,test
2538,train
2539,train
2541,train
2542,test
2543,train
2544,test
2552,train
2553,train
2555,test
2556,test
2557,train
2559,train
2560,train
2561,train
2562,train
2563,train
2564,train
2565,train
2566,train
2569,train
2571,train
2572,train
2573,test
2574,train
2575,train
2576,train
2577,train
2585,train
2599,train
2600,test
2601,train
2602,train
2603,train
2604,train
2605,train
2606,train
2607,test
2608,test
2609,test
2610,train
2611,train
2612,train
2613,train
2614,train
2616,train
2617,test
2618,train
2619,train
2620,train
2621,test
2622,train
2623,train
2626,train
2631,test
2633,train
2634,test
2639,train
2640,train
2643,test
2659,train
2660,train
2661,train
2662,test
2664,train
2665,train
2666,train
2668,train
2669,test
2670,train
2673,train
2674,train
2675,train
2676,train
2677,train
2678,train
2679,train
2680,train
2681,train
2682,train
2684,train
2685,train
2686,test
2687,train
2688,train
2690,train
2691,test
2692,train
2697,train
2699,train
2700,train
2701,train
2703,train
2704,test
2705,train
2707,train
2709,train
2713,train
2714,train
2722,train
2727,train
2728,train
2730,train
2731,train
2732,train
2735,train
2737,train
2738,train
2739,train
2740,train
2746,train
2751,train
2752,train
2753,train
2754,train
2755,train
2756,train
2757,test
2758,train
2760,test
2761,train
2762,train
2764,train
2778,train
2779,train
2781,train
2785,train
2786,train
2788,train
2789,train
2791,train
2792,train
2793,test
2794,train
2797,test
2803,train
2804,test
2805,train
2806,train
2813,train
2814,train
2816,test
2833,test
2834,train
2836,train
2837,train
2839,train
2840,train
2841,test
2843,train
2844,train
2845,train
2846,train
2847,train
2848,train
2851,test
2854,train
2855,train
2856,train
2857,train
2858,test
2859,train
2860,train
2861,train
2862,test
2867,train
2868,test
2870,train
2871,train
2872,train
2876,train
2877,train
2895,train
2896,train
2897,test
2898,train
2899,train
2900,test
2903,train
2904,train
2905,train
2906,train
2907,test
2909,train
2910,train
2913,test
2914,train
2915,test
2918,train
2919,train
2920,test
2921,train
2922,train
2923,test
2925,train
2926,train
2927,train
2928,train
2929,train
2931,train
2933,test
2936,train
2937,test
2938,train
2940,train
2941,train
2942,train
2943,train
2944,train
2947,train
2948,train
2949,train
2954,train
2955,train
2956,test
2958,train
2961,test
2964,test
2965,test
2966,test
2968,train
2969,train
2970,test
2971,test
2973,train
2974,train
2975,train
2983,train
2984,train
2985,train
2986,train
2987,train
2988,train
2989,train
2990,train
2991,test
2992,train
3003,train
3004,test
3005,train
3006,train
3007,train
3008,test
3009,train
3010,train
3011,train
3012,test
3014,train
3015,test
3016,train
3017,train
3018,train
3019,train
3021,train
3022,test
3023,test
3024,train
3025,train
3026,train
3028,train
3029,train
3030,train
3031,train
3033,train
3034,train
3035,train
3036,test
3037,train
3041,train
3042,train
3043,train
3048,test
3057,train
3058,train
3061,train
3062,train
3063,train
3064,train
3065,test
3066,train
3067,train
3068,train
3069,train
3071,train
3072,train
3073,train
3074,test
3076,train
3077,train
3078,train
3079,train
3080,train
3081,test
3082,train
3084,train
3085,train
3086,train
3087,test
3088,train
3089,train
3090,test
3091,train
3092,train
3095,train
3096,train
3097,train
3099,train
3100,train
3101,train
3102,test
3103,train
3104,test
3105,train
3106,test
3107,train
3108,train
3109,train
3110,test
3125,test
3127,train
3128,test
3130,test
3131,train
3132,train
3140,test
3142,train
3143,train
3144,train
3146,train
3147,test
3148,train
3149,train
3150,test
3151,test
3153,train
3154,train
3157,train
3158,train
3159,train
3160,test
3161,train
3163,train
3164,train
3171,test
3172,train
3186,train
3187,train
3188,train
3189,train
3190,train
3191,test
3192,train
3193,train
3194,test
3197,train
3198,test
3199,train
3200,train
3206,train
3209,train
3210,train
3211,train
3212,train
3218,train
3219,train
3240,train
3241,train
3245,test
3249,train
3251,train
3252,train
3253,train
3255,train
3257,train
3258,train
3259,train
3260,train
3261,train
3262,train
3264,test
3265,test
3266,train
3267,train
3283,train
3284,train
3286,train
3288,train
3289,train
3291,test
3292,test
3296,test
3298,train
3301,test
3303,train
3309,train
3311,train
3318,train
3320,train
3321,train
3323,train
3324,train
3325,test
3327,train
3334,train
3336,test
3342,train
3354,train
3359,train
3361,train
3363,train
3368,train
3369,train
3370,train
3371,test
3372,test
3373,train
3375,train
3377,train
3379,train
3380,test
3381,train
3382,train
3384,test
3385,test
3389,train
3391,test
3392,train
3393,train
3395,train
3396,test
3397,test
3398,train
3410,train
3412,test
3413,train
3414,train
3415,test
3416,train
3418,train
3419,train
3420,train
3428,train
3431,train
3432,train
3433,train
3435,test
3438,test
3439,train
3441,train
3444,train
3446,train
3447,train
3449,train
3450,train
3451,train
3452,train
3453,train
3454,train
3455,test
3456,test
3457,train
3458,train
3459,train
3460,train
3462,train
3463,train
3464,train
3466,train
3467,train
3469,train
3470,train
3471,train
3472,test
3474,train
3475,train
3476,train
3477,train
3478,train
3480,test
3481,train
3483,train
3484,train
3485,train
3486,train
3487,test
3488,test
3489,train
3491,train
3492,train
3493,train
3494,train
3495,train
3496,test
3497,train
3499,test
3500,test
3502,test
3503,train
3505,train
3506,train
3508,train
3516,train
3517,train
3518,train
3519,train
3520,train
3521,train
3522,train
3523,train
3524,train
3525,train
3526,train
3527,train
3528,test
3529,train
3530,train
3531,train
3532,train
3533,train
3534,train
3535,test
3536,train
3537,train
3538,train
3539,train
3541,train
3542,test
3543,train
3545,test
3546,test
3547,train
3548,train
3549,train
3550,train
3551,train
3552,train
3553,train
3554,train
3556,train
3560,train
3561,train
3562,test
3565,train
3576,train
3577,train
3578,train
3579,test
3580,test
3581,train
3585,train
3589,train
3591,train
3592,train
3593,train
3594,train
3595,train
3597,train
3598,train
3599,train
3600,test
3605,train
3606,train
3608,train
3609,train
3611,train
3614,train
3615,train
3618,train
3619,train
3620,train
3622,train
3623,train
3624,train
3625,train
3627,test
3628,test
3642,train
3643,test
3644,train
3645,train
3647,train
3648,train
3649,train
3658,train
3660,train
3661,train
3662,train
3663,train
3666,train
3667,train
3668,test
3669,train
3670,train
3676,train
3677,test
3678,train
3679,train
3680,train
3681,train
3689,test
3690,test
3691,train
3692,test
3693,test
3694,train
3696,train
3697,train
3698,train
3699,test
3700,test
3701,test
3702,train
3703,train
3704,test
3705,test
3706,train
3708,train
3709,test
3710,train
3711,train
3712,test
3713,train
3715,train
3716,test
3718,train
3719,train
3721,train
3723,train
3724,train
3725,train
3729,test
3730,test
3734,train
3735,train
3737,train
3738,test
3739,train
3740,train
3741,train
3742,train
3745,train
3746,train
3748,train
3749,train
3750,train
3751,test
3752,train
3753,train
3754,train
3755,train
3756,train
3757,train
3758,train
3759,train
3760,train
3762,train
3763,train
3764,train
3765,train
3766,train
3767,test
3768,train
3769,test
3770,test
3772,test
3773,train
3774,train
3775,train
3776,train
3777,test
3778,train
3779,train
3780,train
3781,train
3782,train
3785,train
3786,test
3787,train
3788,train
3790,train
3792,train
3804,test
3805,test
3806,train
3807,train
3808,train
3809,train
3810,train
3811,train
3813,train
3814,train
3815,train
3816,test
3817,train
3818,train
3824,train
3825,train
3826,train
3828,train
3829,test
3831,test
3834,train
3840,train
3845,train
3850,train
3851,train
3852,train
3853,train
3866,train
3870,test
3871,train
3872,train
3873,train
3874,train
3875,train
3876,train
3878,test
3879,test
3880,train
3881,train
3883,train
3885,train
3886,train
3887,train
3889,test
3890,train
3891,train
3892,train
3893,train
3894,train
3895,test
3896,train
3897,test
3898,train
3904,test
3905,train
3906,train
3907,train
3910,test
3911,train
3912,train
3913,train
3916,test
3917,train
3918,test
3919,test
3920,train
3921,train
3922,train
3923,test
3924,train
3930,train
3937,train
3938,train
3939,train
3940,train
3941,test
3942,train
3946,train
3947,train
3948,train
3949,train
3950,train
3951,train
3952,train
3953,train
3954,test
3956,train
3957,train
3958,test
3966,test
3967,train
3970,train
3972,train
3973,train
3974,train
3975,train
3976,test
3977,train
3979,train
3981,train
3982,train
3986,test
3987,train
3988,train
3990,train
3994,train
3995,train
3996,train
3998,test
3999,test
4001,train
4002,test
4003,train
4018,train
4019,train
4020,train
4023,train
4025,train
4026,train
4027,train
4028,train
4033,train
4034,train
4035,train
4036,train
4037,train
4045,train
4049,test
4050,test
4051,train
4052,test
4053,train
4055,train
4056,train
4057,train
4058,test
4059,train
4060,train
4061,train
4062,train
4063,train
4064,train
4075,train
4076,test
4081,train
4082,train
4086,train
4087,train
4089,train
4091,train
4092,train
4093,test
4094,train
4095,test
4096,train
4098,test
4099,train
4100,train
4109,train
4111,train
4112,train
4116,train
4119,train
4120,train
4121,train
4123,train
4125,train
4127,train
4131,train
4132,train
4133,train
4134,train
4135,train
4136,test
4137,train
4138,train
4139,train
4140,train
4141,train
4142,test
4143,test
4144,train
4148,train
4149,train
4150,train
4151,train
4153,train
4154,train
4155,train
4156,test
4158,train
4159,train
4160,train
4162,train
4163,train
4165,train
4167,train
4169,train
4182,train
4183,train
4184,train
4186,train
4187,train
4188,train
4190,train
4192,test
4196,train
4198,train
4200,train
4202,train
4203,test
4204,train
4205,train
4206,test
4209,train
4210,train
4211,train
4212,train
4213,train
4214,train
4215,test
4216,test
4217,train
4218,train
4219,train
4222,train
4223,test
4224,train
4225,train
4228,test
4229,train
4230,train
4231,test
4232,test
4233,train
4234,train
4242,train
4244,train
4245,train
4248,train
4250,test
4251,train
4252,test
4254,test
4255,train
4265,train
4272,train
4273,train
4276,train
4277,train
4279,train
4280,train
4281,train
4283,train
4284,train
4286,test
4287,train
4288,train
4289,train
4290,train
4291,train
4294,train
4304,train
4305,train
4311,train
4312,test
4316,train
4318,train
4319,test
4320,train
4321,train
4322,train
4323,train
4324,train
4331,test
4332,train
4333,train
4334,test
4335,test
4337,train
4338,train
4340,train
4341,train
4342,train
4345,train
4346,train
4348,train
4351,train
4352,train
4353,train
4354,test
4355,train
4356,train
4358,test
4359,train
4361,train
4362,train
4363,test
4364,test
4365,train
4366,train
4367,test
4369,train
4370,train
4371,train
4372,train
4373,train
4374,train
4375,train
4376,train
4377,train
4378,train
4384,train
4385,train
4386,test
4387,train
4389,train
4392,train
4393,train
4394,train
4396,train
4397,test
4400,train
4402,train
4406,train
4407,train
4409,train
4410,test
4411,train
4412,train
4413,train
4414,test
4415,train
4416,train
4417,train
4418,train
4420,train
4421,train
4422,train
4423,train
4424,train
4425,test
4426,train
4427,train
4428,train
4432,train
4433,test
4434,train
4436,test
4437,test
4438,train
4439,test
4440,test
4441,train
4442,train
4443,train
4444,train
4445,test
4446,train
4447,train
4448,train
4450,train
4451,train
4452,test
4453,train
4454,train
4455,test
4456,train
4457,train
4458,train
4460,test
4471,train
4472,train
4474,train
4477,train
4478,train
4484,test
4485,test
4486,test
4487,train
4488,train
4491,test
4492,train
4493,train
4494,train
4495,train
4496,train
4497,test
4498,train
4499,train
4500,train
4501,test
4502,train
4509,train
4510,test
4511,train
4512,test
4513,train
4514,train
4517,train
4518,test
4519,train
4520,train
4521,train
4522,train
4523,train
4524,train
4525,test
4541,train
4542,train
4543,train
4544,train
4545,train
4546,train
4547,train
4549,train
4550,train
4551,train
4552,train
4554,train
4555,test
4556,train
4558,test
4559,train
4561,test
4565,train
4566,train
4567,train
4568,test
4569,train
4572,train
4573,test
4574,train
4575,train
4580,train
4584,train
4585,train
4589,train
4590,train
4595,train
4596,train
4597,test
4598,train
4599,test
4600,test
4601,train
4602,train
4604,train
4606,train
4607,test
4609,train
4610,train
4611,test
4614,train
4615,train
4616,test
4619,test
4620,train
4621,train
4622,train
4623,train
4625,train
4627,train
4628,train
4629,train
4641,train
4642,train
4644,train
4645,train
4646,test
4647,train
4649,train
4651,train
4652,train
4653,train
4654,train
4655,train
4656,train
4657,train
4658,train
4659,train
4662,train
4663,train
4664,test
4665,train
4666,train
4669,train
4670,train
4671,train
4675,train
4676,test
4693,train
4695,train
4701,test
4702,train
4703,train
4704,train
4705,train
4707,test
4708,train
4709,train
4710,train
4711,train
4712,train
4715,train
4716,train
4717,train
4718,train
4720,train
4722,test
4723,train
4724,train
4725,train
4726,train
4727,test
4728,train
4729,train
4730,train
4731,test
4732,train
4734,train
4736,test
4737,test
4741,train
4742,test
4743,train
4744,train
4745,train
4746,train
4748,test
4749,train
4750,train
4760,test
4761,train
4763,train
4774,train
4776,train
4778,train
4779,train
4780,train
4787,train
4788,train
4789,train
4790,test
4791,train
4792,train
4794,train
4795,train
4796,train
4797,train
4798,train
4802,train
4803,train
4804,train
4805,train
4806,train
4809,train
4810,train
4811,test
4816,train
4818,train
4819,train
4820,test
4821,train
4822,train
