soc_code,official_soc_title,cip_code,cip_title
15-2021,Mathematicians,27.0305,Financial Mathematics.
15-2021,Mathematicians,27.0306,Mathematical Biology.
15-2021,Mathematicians,27.0399,"Applied Mathematics, Other."
15-2021,Mathematicians,27.0502,Mathematical Statistics and Probability.
15-2021,Mathematicians,27.0503,Mathematics and Statistics.
15-2021,Mathematicians,27.9999,"Mathematics and Statistics, Other."
15-2021,Mathematicians,30.0801,Mathematics and Computer Science.
15-2021,Mathematicians,30.4901,Mathematical Economics.
15-2021,Mathematicians,30.5001,Mathematics and Atmospheric/Oceanic Science.
15-2021,Mathematicians,38.0102,Logic.
15-2031,Operations Research Analysts,14.3701,Operations Research.
15-2031,Operations Research Analysts,52.1301,Management Science.
15-2041,Statisticians,13.0603,Educational Statistics and Research Methods.
15-2041,Statisticians,13.0604,"Educational Assessment, Testing, and Measurement."
15-2041,Statisticians,13.0608,Institutional Research.
15-2041,Statisticians,13.0699,"Educational Assessment, Evaluation, and Research, Other."
15-2041,Statisticians,26.1101,Biometry/Biometrics.
15-2041,Statisticians,26.1102,Biostatistics.
15-2041,Statisticians,26.1311,Epidemiology and Biostatistics.
15-2041,Statisticians,27.0101,"Mathematics, General."
15-2041,Statisticians,27.0301,"Applied Mathematics, General."
15-2041,Statisticians,27.0304,Computational and Applied Mathematics.
15-2041,Statisticians,27.0501,"Statistics, General."
15-2041,Statisticians,27.0502,Mathematical Statistics and Probability.
15-2041,Statisticians,27.0503,Mathematics and Statistics.
15-2041,Statisticians,27.0599,"Statistics, Other."
15-2041,Statisticians,27.0601,"Applied Statistics, General."
15-2041,Statisticians,30.4901,Mathematical Economics.
15-2041,Statisticians,30.7001,"Data Science, General."
15-2041,Statisticians,30.7099,"Data Science, Other."
15-2041,Statisticians,30.7101,"Data Analytics, General."
15-2041,Statisticians,30.7102,Business Analytics.
15-2041,Statisticians,30.7199,"Data Analytics, Other."
15-2041,Statisticians,42.2708,Psychometrics and Quantitative Psychology.
15-2041,Statisticians,45.0102,Research Methodology and Quantitative Methods.
15-2041,Statisticians,45.0103,Survey Research/Methodology.
15-2041,Statisticians,45.0603,Econometrics and Quantitative Economics.
15-2041,Statisticians,52.1302,Business Statistics.
15-2051,Data Scientists,11.0102,Artificial Intelligence.
15-2051,Data Scientists,11.0103,Information Technology.
15-2051,Data Scientists,11.0701,Computer Science.
15-2051,Data Scientists,11.0802,Data Modeling/Warehousing and Database Administration.
15-2051,Data Scientists,11.0804,"Modeling, Virtual Environments and Simulation."
15-2051,Data Scientists,26.1103,Bioinformatics.
15-2051,Data Scientists,26.1104,Computational Biology.
15-2051,Data Scientists,26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other."
15-2051,Data Scientists,27.0101,"Mathematics, General."
15-2051,Data Scientists,27.0301,"Applied Mathematics, General."
15-2051,Data Scientists,27.0303,Computational Mathematics.
15-2051,Data Scientists,27.0304,Computational and Applied Mathematics.
15-2051,Data Scientists,27.0305,Financial Mathematics.
15-2051,Data Scientists,27.0306,Mathematical Biology.
15-2051,Data Scientists,27.0399,"Applied Mathematics, Other."
15-2051,Data Scientists,27.0501,"Statistics, General."
15-2051,Data Scientists,27.0502,Mathematical Statistics and Probability.
15-2051,Data Scientists,27.0503,Mathematics and Statistics.
15-2051,Data Scientists,27.0601,"Applied Statistics, General."
15-2051,Data Scientists,27.9999,"Mathematics and Statistics, Other."
15-2051,Data Scientists,30.0801,Mathematics and Computer Science.
15-2051,Data Scientists,30.3001,Computational Science.
15-2051,Data Scientists,30.3901,Economics and Computer Science.
15-2051,Data Scientists,30.4801,Linguistics and Computer Science.
15-2051,Data Scientists,30.7001,"Data Science, General."
15-2051,Data Scientists,30.7099,"Data Science, Other."
15-2051,Data Scientists,30.7101,"Data Analytics, General."
15-2051,Data Scientists,30.7102,Business Analytics.
15-2051,Data Scientists,30.7103,Data Visualization.
15-2051,Data Scientists,30.7104,Financial Analytics.
15-2051,Data Scientists,30.7199,"Data Analytics, Other."
15-2051,Data Scientists,40.0512,Cheminformatics/Chemistry Informatics.
15-2051,Data Scientists,45.0603,Econometrics and Quantitative Economics.
15-2051,Data Scientists,52.1301,Management Science.
15-2051,Data Scientists,52.1302,Business Statistics.
17-1011,"Architects, Except Landscape and Naval",04.0201,Architecture.
17-1011,"Architects, Except Landscape and Naval",04.0202,Architectural Design.
17-1011,"Architects, Except Landscape and Naval",04.0401,Environmental Design/Architecture.
17-1011,"Architects, Except Landscape and Naval",04.0801,"Architectural History and Criticism, General."
17-1012,Landscape Architects,04.0401,Environmental Design/Architecture.
17-1012,Landscape Architects,04.0601,Landscape Architecture.
17-1022,Surveyors,14.3801,Surveying Engineering.
17-1022,Surveyors,15.1102,Surveying Technology/Surveying.
17-2011,Aerospace Engineers,14.0201,"Aerospace, Aeronautical, and Astronautical/Space Engineering, General."
17-2011,Aerospace Engineers,14.0202,Astronautical Engineering.
17-2011,Aerospace Engineers,14.0299,"Aerospace, Aeronautical, and Astronautical/Space Engineering, Other."
17-2011,Aerospace Engineers,14.1001,Electrical and Electronics Engineering.
17-2011,Aerospace Engineers,14.1901,Mechanical Engineering.
17-2021,Agricultural Engineers,14.0301,Agricultural Engineering.
17-2031,Bioengineers and Biomedical Engineers,14.0501,Bioengineering and Biomedical Engineering.
17-2031,Bioengineers and Biomedical Engineers,14.0702,Chemical and Biomolecular Engineering.
17-2031,Bioengineers and Biomedical Engineers,14.4501,Biological/Biosystems Engineering.
17-2041,Chemical Engineers,14.0601,Ceramic Sciences and Engineering.
17-2041,Chemical Engineers,14.0701,Chemical Engineering.
17-2041,Chemical Engineers,14.0702,Chemical and Biomolecular Engineering.
17-2041,Chemical Engineers,14.0799,"Chemical Engineering, Other."
17-2041,Chemical Engineers,14.3201,Polymer/Plastics Engineering.
17-2041,Chemical Engineers,14.4001,Paper Science and Engineering.
17-2041,Chemical Engineers,14.4301,Biochemical Engineering.
17-2041,Chemical Engineers,14.4401,Engineering Chemistry.
17-2051,Civil Engineers,14.0801,"Civil Engineering, General."
17-2051,Civil Engineers,14.0802,Geotechnical and Geoenvironmental Engineering.
17-2051,Civil Engineers,14.0803,Structural Engineering.
17-2051,Civil Engineers,14.0804,Transportation and Highway Engineering.
17-2051,Civil Engineers,14.0805,Water Resources Engineering.
17-2051,Civil Engineers,14.0899,"Civil Engineering, Other."
17-2051,Civil Engineers,14.3301,Construction Engineering.
17-2071,Electrical Engineers,14.1001,Electrical and Electronics Engineering.
17-2071,Electrical Engineers,14.1099,"Electrical, Electronics, and Communications Engineering, Other."
17-2071,Electrical Engineers,14.4101,Electromechanical Engineering.
17-2071,Electrical Engineers,14.4701,Electrical and Computer Engineering.
17-2081,Environmental Engineers,14.0802,Geotechnical and Geoenvironmental Engineering.
17-2081,Environmental Engineers,14.0805,Water Resources Engineering.
17-2081,Environmental Engineers,14.1401,Environmental/Environmental Health Engineering.
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",14.1401,Environmental/Environmental Health Engineering.
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",14.9999,"Engineering, Other."
17-2112,Industrial Engineers,14.2701,Systems Engineering.
17-2112,Industrial Engineers,14.3501,Industrial Engineering.
17-2112,Industrial Engineers,14.3601,Manufacturing Engineering.
17-2112,Industrial Engineers,15.1501,Engineering/Industrial Management.
17-2112,Industrial Engineers,15.1503,Packaging Science.
17-2121,Marine Engineers and Naval Architects,14.2201,Naval Architecture and Marine Engineering.
17-2131,Materials Engineers,14.0601,Ceramic Sciences and Engineering.
17-2131,Materials Engineers,14.1801,Materials Engineering.
17-2131,Materials Engineers,14.2001,Metallurgical Engineering.
17-2131,Materials Engineers,14.2801,Textile Sciences and Engineering.
17-2131,Materials Engineers,14.3201,Polymer/Plastics Engineering.
17-2141,Mechanical Engineers,14.1101,Engineering Mechanics.
17-2141,Mechanical Engineers,14.1901,Mechanical Engineering.
17-2141,Mechanical Engineers,14.4101,Electromechanical Engineering.
17-2161,Nuclear Engineers,14.2301,Nuclear Engineering.
17-2171,Petroleum Engineers,14.0802,Geotechnical and Geoenvironmental Engineering.
17-2171,Petroleum Engineers,14.2501,Petroleum Engineering.
17-2199,"Engineers, All Other",14.0101,"Engineering, General."
17-2199,"Engineers, All Other",14.0103,Applied Engineering.
17-2199,"Engineers, All Other",14.0401,Architectural Engineering.
17-2199,"Engineers, All Other",14.0702,Chemical and Biomolecular Engineering.
17-2199,"Engineers, All Other",14.0802,Geotechnical and Geoenvironmental Engineering.
17-2199,"Engineers, All Other",14.0805,Water Resources Engineering.
17-2199,"Engineers, All Other",14.1003,Laser and Optical Engineering.
17-2199,"Engineers, All Other",14.1004,Telecommunications Engineering.
17-2199,"Engineers, All Other",14.1101,Engineering Mechanics.
17-2199,"Engineers, All Other",14.1201,Engineering Physics/Applied Physics.
17-2199,"Engineers, All Other",14.1301,Engineering Science.
17-2199,"Engineers, All Other",14.2401,Ocean Engineering.
17-2199,"Engineers, All Other",14.2701,Systems Engineering.
17-2199,"Engineers, All Other",14.3301,Construction Engineering.
17-2199,"Engineers, All Other",14.3401,Forest Engineering.
17-2199,"Engineers, All Other",14.3601,Manufacturing Engineering.
17-2199,"Engineers, All Other",14.3801,Surveying Engineering.
17-2199,"Engineers, All Other",14.3901,Geological/Geophysical Engineering.
17-2199,"Engineers, All Other",14.4001,Paper Science and Engineering.
17-2199,"Engineers, All Other",14.4101,Electromechanical Engineering.
17-2199,"Engineers, All Other",14.4201,"Mechatronics, Robotics, and Automation Engineering."
17-2199,"Engineers, All Other",14.4301,Biochemical Engineering.
17-2199,"Engineers, All Other",14.4401,Engineering Chemistry.
17-2199,"Engineers, All Other",14.4501,Biological/Biosystems Engineering.
17-2199,"Engineers, All Other",14.4701,Electrical and Computer Engineering.
17-2199,"Engineers, All Other",14.4801,"Energy Systems Engineering, General."
17-2199,"Engineers, All Other",14.4802,Power Plant Engineering.
17-2199,"Engineers, All Other",14.4899,"Energy Systems Engineering, Other."
17-2199,"Engineers, All Other",14.9999,"Engineering, Other."
17-2199,"Engineers, All Other",15.1502,Engineering Design.
17-2199,"Engineers, All Other",15.1601,Nanotechnology.
17-2199,"Engineers, All Other",51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering.
17-3011,Architectural and Civil Drafters,04.0901,Architectural Technology/Technician.
17-3011,Architectural and Civil Drafters,04.0902,Architectural and Building Sciences/Technology.
17-3011,Architectural and Civil Drafters,04.0999,"Architectural Sciences and Technology, Other."
17-3011,Architectural and Civil Drafters,15.0101,Architectural Engineering Technologies/Technicians.
17-3011,Architectural and Civil Drafters,15.1301,"Drafting and Design Technology/Technician, General."
17-3011,Architectural and Civil Drafters,15.1302,CAD/CADD Drafting and/or Design Technology/Technician.
17-3011,Architectural and Civil Drafters,15.1303,Architectural Drafting and Architectural CAD/CADD.
17-3011,Architectural and Civil Drafters,15.1304,Civil Drafting and Civil Engineering CAD/CADD.
17-3011,Architectural and Civil Drafters,15.1307,3-D Modeling and Design Technology/Technician.
17-3012,Electrical and Electronics Drafters,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician."
17-3012,Electrical and Electronics Drafters,15.0306,Integrated Circuit Design Technology/Technician.
17-3012,Electrical and Electronics Drafters,15.0403,Electromechanical/Electromechanical Engineering Technology/Technician.
17-3012,Electrical and Electronics Drafters,15.1301,"Drafting and Design Technology/Technician, General."
17-3012,Electrical and Electronics Drafters,15.1302,CAD/CADD Drafting and/or Design Technology/Technician.
17-3012,Electrical and Electronics Drafters,15.1305,Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD.
17-3012,Electrical and Electronics Drafters,15.1307,3-D Modeling and Design Technology/Technician.
17-3013,Mechanical Drafters,15.0801,Aeronautical/Aerospace Engineering Technology/Technician.
17-3013,Mechanical Drafters,15.0803,Automotive Engineering Technology/Technician.
17-3013,Mechanical Drafters,15.0805,Mechanical/Mechanical Engineering Technology/Technician.
17-3013,Mechanical Drafters,15.1301,"Drafting and Design Technology/Technician, General."
17-3013,Mechanical Drafters,15.1302,CAD/CADD Drafting and/or Design Technology/Technician.
17-3013,Mechanical Drafters,15.1306,Mechanical Drafting and Mechanical Drafting CAD/CADD.
17-3013,Mechanical Drafters,15.1307,3-D Modeling and Design Technology/Technician.
17-3019,"Drafters, All Other",15.1102,Surveying Technology/Surveying.
17-3019,"Drafters, All Other",15.1301,"Drafting and Design Technology/Technician, General."
17-3019,"Drafters, All Other",15.1302,CAD/CADD Drafting and/or Design Technology/Technician.
17-3019,"Drafters, All Other",15.1307,3-D Modeling and Design Technology/Technician.
17-3019,"Drafters, All Other",15.1399,"Drafting/Design Engineering Technologies/Technicians, Other."
17-3021,Aerospace Engineering and Operations Technologists and Technicians,14.0202,Astronautical Engineering.
17-3021,Aerospace Engineering and Operations Technologists and Technicians,15.0000,"Engineering Technologies/Technicians, General."
17-3021,Aerospace Engineering and Operations Technologists and Technicians,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician."
17-3021,Aerospace Engineering and Operations Technologists and Technicians,15.0801,Aeronautical/Aerospace Engineering Technology/Technician.
17-3021,Aerospace Engineering and Operations Technologists and Technicians,29.0401,Aerospace Ground Equipment Technology.
17-3021,Aerospace Engineering and Operations Technologists and Technicians,29.0402,Air and Space Operations Technology.
17-3021,Aerospace Engineering and Operations Technologists and Technicians,47.0609,Avionics Maintenance Technology/Technician.
17-3022,Civil Engineering Technologists and Technicians,15.0000,"Engineering Technologies/Technicians, General."
17-3022,Civil Engineering Technologists and Technicians,15.0101,Architectural Engineering Technologies/Technicians.
17-3022,Civil Engineering Technologists and Technicians,15.0201,Civil Engineering Technologies/Technicians.
17-3022,Civil Engineering Technologists and Technicians,15.1001,Construction Engineering Technology/Technician.
17-3022,Civil Engineering Technologists and Technicians,46.0415,Building Construction Technology/Technician.
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.0000,"Engineering Technologies/Technicians, General."
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician."
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.0305,Telecommunications Technology/Technician.
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.0306,Integrated Circuit Design Technology/Technician.
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.0399,"Electrical/Electronic Engineering Technologies/Technicians, Other."
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.0406,Automation Engineer Technology/Technician.
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.0616,Semiconductor Manufacturing Technology/Technician.
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.1201,Computer Engineering Technology/Technician.
17-3023,Electrical and Electronic Engineering Technologists and Technicians,15.1202,Computer/Computer Systems Technology/Technician.
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0000,"Engineering Technologies/Technicians, General."
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0001,Applied Engineering Technologies/Technicians.
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician."
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0403,Electromechanical/Electromechanical Engineering Technology/Technician.
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0404,Instrumentation Technology/Technician.
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0405,Robotics Technology/Technician.
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0406,Automation Engineer Technology/Technician.
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0407,"Mechatronics, Robotics, and Automation Engineering Technology/Technician."
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0499,"Electromechanical Technologies/Technicians, Other."
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15.0805,Mechanical/Mechanical Engineering Technology/Technician.
17-3026,Industrial Engineering Technologists and Technicians,15.0001,Applied Engineering Technologies/Technicians.
17-3026,Industrial Engineering Technologists and Technicians,15.0612,Industrial Technology/Technician.
17-3026,Industrial Engineering Technologists and Technicians,15.0613,Manufacturing Engineering Technology/Technician.
17-3026,Industrial Engineering Technologists and Technicians,15.0699,"Industrial Production Technologies/Technicians, Other."
17-3026,Industrial Engineering Technologists and Technicians,15.0703,Industrial Safety Technology/Technician.
17-3026,Industrial Engineering Technologists and Technicians,15.0705,Process Safety Technology/Technician.
17-3026,Industrial Engineering Technologists and Technicians,15.1501,Engineering/Industrial Management.
17-3026,Industrial Engineering Technologists and Technicians,15.1503,Packaging Science.
17-3027,Mechanical Engineering Technologists and Technicians,15.0803,Automotive Engineering Technology/Technician.
17-3027,Mechanical Engineering Technologists and Technicians,15.0805,Mechanical/Mechanical Engineering Technology/Technician.
17-3027,Mechanical Engineering Technologists and Technicians,15.0899,"Mechanical Engineering Related Technologies/Technicians, Other."
17-3027,Mechanical Engineering Technologists and Technicians,15.1103,Hydraulics and Fluid Power Technology/Technician.
19-1011,Animal Scientists,01.0000,"Agriculture, General."
19-1011,Animal Scientists,01.0310,Apiculture.
19-1011,Animal Scientists,01.0901,"Animal Sciences, General."
19-1011,Animal Scientists,01.0902,Agricultural Animal Breeding.
19-1011,Animal Scientists,01.0903,Animal Health.
19-1011,Animal Scientists,01.0904,Animal Nutrition.
19-1011,Animal Scientists,01.0905,Dairy Science.
19-1011,Animal Scientists,01.0907,Poultry Science.
19-1011,Animal Scientists,01.0999,"Animal Sciences, Other."
19-1011,Animal Scientists,01.1106,Range Science and Management.
19-1011,Animal Scientists,01.8103,Large Animal/Food Animal and Equine Surgery and Medicine.
19-1011,Animal Scientists,01.8105,Veterinary Anatomy.
19-1011,Animal Scientists,01.8106,Veterinary Infectious Diseases.
19-1011,Animal Scientists,01.8107,Veterinary Microbiology and Immunobiology.
19-1011,Animal Scientists,01.8108,Veterinary Pathology and Pathobiology.
19-1011,Animal Scientists,01.8109,Veterinary Physiology.
19-1011,Animal Scientists,01.8110,"Veterinary Preventive Medicine, Epidemiology, and Public Health."
19-1011,Animal Scientists,01.8111,Veterinary Toxicology and Pharmacology.
19-1011,Animal Scientists,01.8199,"Veterinary Biomedical and Clinical Sciences, Other."
19-1011,Animal Scientists,30.3401,Anthrozoology.
19-1021,Biochemists and Biophysicists,26.0202,Biochemistry.
19-1021,Biochemists and Biophysicists,26.0203,Biophysics.
19-1021,Biochemists and Biophysicists,26.0205,Molecular Biochemistry.
19-1021,Biochemists and Biophysicists,26.0206,Molecular Biophysics.
19-1021,Biochemists and Biophysicists,26.0207,Structural Biology.
19-1021,Biochemists and Biophysicists,26.0210,Biochemistry and Molecular Biology.
19-1021,Biochemists and Biophysicists,26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other."
19-1021,Biochemists and Biophysicists,26.0913,Biomechanics.
19-1021,Biochemists and Biophysicists,51.2003,Pharmaceutics and Drug Design.
19-1022,Microbiologists,01.1203,Soil Microbiology.
19-1022,Microbiologists,26.0207,Structural Biology.
19-1022,Microbiologists,26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other."
19-1022,Microbiologists,26.0502,"Microbiology, General."
19-1022,Microbiologists,26.0504,Virology.
19-1022,Microbiologists,26.0505,Parasitology.
19-1022,Microbiologists,26.0507,Immunology.
19-1022,Microbiologists,26.0508,Microbiology and Immunology.
19-1022,Microbiologists,26.0599,"Microbiological Sciences and Immunology, Other."
19-1023,Zoologists and Wildlife Biologists,03.0601,"Wildlife, Fish and Wildlands Science and Management."
19-1023,Zoologists and Wildlife Biologists,26.0701,Zoology/Animal Biology.
19-1023,Zoologists and Wildlife Biologists,26.0702,Entomology.
19-1023,Zoologists and Wildlife Biologists,26.0707,Animal Physiology.
19-1023,Zoologists and Wildlife Biologists,26.0708,Animal Behavior and Ethology.
19-1023,Zoologists and Wildlife Biologists,26.0709,Wildlife Biology.
19-1023,Zoologists and Wildlife Biologists,26.0799,"Zoology/Animal Biology, Other."
19-1023,Zoologists and Wildlife Biologists,26.1301,Ecology.
19-1023,Zoologists and Wildlife Biologists,26.1302,Marine Biology and Biological Oceanography.
19-1023,Zoologists and Wildlife Biologists,26.1303,Evolutionary Biology.
19-1023,Zoologists and Wildlife Biologists,26.1305,Environmental Biology.
19-1023,Zoologists and Wildlife Biologists,30.3201,Marine Sciences.
19-1029,"Biological Scientists, All Other",26.0101,"Biology/Biological Sciences, General."
19-1029,"Biological Scientists, All Other",26.0204,Molecular Biology.
19-1029,"Biological Scientists, All Other",26.0207,Structural Biology.
19-1029,"Biological Scientists, All Other",26.0208,Photobiology.
19-1029,"Biological Scientists, All Other",26.0209,Radiation Biology/Radiobiology.
19-1029,"Biological Scientists, All Other",26.0210,Biochemistry and Molecular Biology.
19-1029,"Biological Scientists, All Other",26.0299,"Biochemistry, Biophysics and Molecular Biology, Other."
19-1029,"Biological Scientists, All Other",26.0301,Botany/Plant Biology.
19-1029,"Biological Scientists, All Other",26.0305,Plant Pathology/Phytopathology.
19-1029,"Biological Scientists, All Other",26.0307,Plant Physiology.
19-1029,"Biological Scientists, All Other",26.0308,Plant Molecular Biology.
19-1029,"Biological Scientists, All Other",26.0399,"Botany/Plant Biology, Other."
19-1029,"Biological Scientists, All Other",26.0401,Cell/Cellular Biology and Histology.
19-1029,"Biological Scientists, All Other",26.0403,Anatomy.
19-1029,"Biological Scientists, All Other",26.0404,Developmental Biology and Embryology.
19-1029,"Biological Scientists, All Other",26.0406,Cell/Cellular and Molecular Biology.
19-1029,"Biological Scientists, All Other",26.0407,Cell Biology and Anatomy.
19-1029,"Biological Scientists, All Other",26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other."
19-1029,"Biological Scientists, All Other",26.0503,Medical Microbiology and Bacteriology.
19-1029,"Biological Scientists, All Other",26.0504,Virology.
19-1029,"Biological Scientists, All Other",26.0505,Parasitology.
19-1029,"Biological Scientists, All Other",26.0506,Mycology.
19-1029,"Biological Scientists, All Other",26.0507,Immunology.
19-1029,"Biological Scientists, All Other",26.0508,Microbiology and Immunology.
19-1029,"Biological Scientists, All Other",26.0509,Infectious Disease and Global Health.
19-1029,"Biological Scientists, All Other",26.0702,Entomology.
19-1029,"Biological Scientists, All Other",26.0707,Animal Physiology.
19-1029,"Biological Scientists, All Other",26.0801,"Genetics, General."
19-1029,"Biological Scientists, All Other",26.0802,Molecular Genetics.
19-1029,"Biological Scientists, All Other",26.0803,Microbial and Eukaryotic Genetics.
19-1029,"Biological Scientists, All Other",26.0804,Animal Genetics.
19-1029,"Biological Scientists, All Other",26.0805,Plant Genetics.
19-1029,"Biological Scientists, All Other",26.0807,Genome Sciences/Genomics.
19-1029,"Biological Scientists, All Other",26.0899,"Genetics, Other."
19-1029,"Biological Scientists, All Other",26.0910,Pathology/Experimental Pathology.
19-1029,"Biological Scientists, All Other",26.1001,Pharmacology.
19-1029,"Biological Scientists, All Other",26.1004,Toxicology.
19-1029,"Biological Scientists, All Other",26.1101,Biometry/Biometrics.
19-1029,"Biological Scientists, All Other",26.1102,Biostatistics.
19-1029,"Biological Scientists, All Other",26.1104,Computational Biology.
19-1029,"Biological Scientists, All Other",26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other."
19-1029,"Biological Scientists, All Other",26.1201,Biotechnology.
19-1029,"Biological Scientists, All Other",26.1301,Ecology.
19-1029,"Biological Scientists, All Other",26.1302,Marine Biology and Biological Oceanography.
19-1029,"Biological Scientists, All Other",26.1303,Evolutionary Biology.
19-1029,"Biological Scientists, All Other",26.1304,Aquatic Biology/Limnology.
19-1029,"Biological Scientists, All Other",26.1305,Environmental Biology.
19-1029,"Biological Scientists, All Other",26.1306,Population Biology.
19-1029,"Biological Scientists, All Other",26.1307,Conservation Biology.
19-1029,"Biological Scientists, All Other",26.1308,Systematic Biology/Biological Systematics.
19-1029,"Biological Scientists, All Other",26.1310,Ecology and Evolutionary Biology.
19-1029,"Biological Scientists, All Other",26.1311,Epidemiology and Biostatistics.
19-1029,"Biological Scientists, All Other",26.1399,"Ecology, Evolution, Systematics and Population Biology, Other."
19-1029,"Biological Scientists, All Other",26.1501,Neuroscience.
19-1029,"Biological Scientists, All Other",26.1502,Neuroanatomy.
19-1029,"Biological Scientists, All Other",26.1503,Neurobiology and Anatomy.
19-1029,"Biological Scientists, All Other",26.1504,Neurobiology and Behavior.
19-1029,"Biological Scientists, All Other",26.1599,"Neurobiology and Neurosciences, Other."
19-1029,"Biological Scientists, All Other",26.9999,"Biological and Biomedical Sciences, Other."
19-1029,"Biological Scientists, All Other",27.0306,Mathematical Biology.
19-1029,"Biological Scientists, All Other",30.1901,Nutrition Sciences.
19-1029,"Biological Scientists, All Other",30.2701,Human Biology.
19-1029,"Biological Scientists, All Other",30.3201,Marine Sciences.
19-1029,"Biological Scientists, All Other",42.2706,Behavioral Neuroscience.
19-1031,Conservation Scientists,01.0308,Agroecology and Sustainable Agriculture.
19-1031,Conservation Scientists,01.1106,Range Science and Management.
19-1031,Conservation Scientists,03.0101,"Natural Resources/Conservation, General."
19-1031,Conservation Scientists,03.0201,"Environmental/Natural Resources Management and Policy, General."
19-1031,Conservation Scientists,03.0205,"Water, Wetlands, and Marine Resources Management."
19-1031,Conservation Scientists,03.0206,Land Use Planning and Management/Development.
19-1031,Conservation Scientists,03.0501,"Forestry, General."
19-1031,Conservation Scientists,03.0502,Forest Sciences and Biology.
19-1031,Conservation Scientists,03.0506,Forest Management/Forest Resources Management.
19-1031,Conservation Scientists,03.0601,"Wildlife, Fish and Wildlands Science and Management."
19-1031,Conservation Scientists,26.1301,Ecology.
19-1031,Conservation Scientists,26.1305,Environmental Biology.
19-1031,Conservation Scientists,26.1307,Conservation Biology.
19-1031,Conservation Scientists,26.1310,Ecology and Evolutionary Biology.
19-1031,Conservation Scientists,26.1399,"Ecology, Evolution, Systematics and Population Biology, Other."
19-1031,Conservation Scientists,30.3301,Sustainability Studies.
19-1031,Conservation Scientists,30.4401,Geography and Environmental Studies.
19-1041,Epidemiologists,26.0401,Cell/Cellular Biology and Histology.
19-1041,Epidemiologists,26.0509,Infectious Disease and Global Health.
19-1041,Epidemiologists,26.1309,Epidemiology.
19-1041,Epidemiologists,26.1311,Epidemiology and Biostatistics.
19-1041,Epidemiologists,51.1401,Medical Science/Scientist.
19-1041,Epidemiologists,51.2202,Environmental Health.
19-1042,"Medical Scientists, Except Epidemiologists",26.0102,"Biomedical Sciences, General."
19-1042,"Medical Scientists, Except Epidemiologists",26.0202,Biochemistry.
19-1042,"Medical Scientists, Except Epidemiologists",26.0203,Biophysics.
19-1042,"Medical Scientists, Except Epidemiologists",26.0204,Molecular Biology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0205,Molecular Biochemistry.
19-1042,"Medical Scientists, Except Epidemiologists",26.0401,Cell/Cellular Biology and Histology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0403,Anatomy.
19-1042,"Medical Scientists, Except Epidemiologists",26.0404,Developmental Biology and Embryology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0406,Cell/Cellular and Molecular Biology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0407,Cell Biology and Anatomy.
19-1042,"Medical Scientists, Except Epidemiologists",26.0503,Medical Microbiology and Bacteriology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0504,Virology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0505,Parasitology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0507,Immunology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0508,Microbiology and Immunology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0509,Infectious Disease and Global Health.
19-1042,"Medical Scientists, Except Epidemiologists",26.0806,Human/Medical Genetics.
19-1042,"Medical Scientists, Except Epidemiologists",26.0901,"Physiology, General."
